organisation,latitude,longitude,pcds,oslaua,IPSO,NPO,Project Grant,funding_geo_code,funding_geo_name,company_number,accounts_category,sic_code,uri,registered_charity_number,charity_contact_web,funded,company_match,charity_match
SlamFresh,54.970086,-1.651911,NE4 8DX,E08000021,False,False,True,E08000021,Newcastle upon Tyne,11547362,TOTAL EXEMPTION FULL,"[""85590 - Other education n.e.c.""]",http://business.data.gov.uk/id/company/11547362,,,True,True,False
Slugtown,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Southpaw Dance Company,54.970186,-1.622246,NE1 4BR,E08000021,False,False,True,E08000021,Newcastle upon Tyne,09689048,UNAUDITED ABRIDGED,"[""90010 - Performing arts""]",http://business.data.gov.uk/id/company/09689048,,,True,True,False
Steve Byron,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Steven Blackshaw,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Steven Moore,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Susie Green,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
TAKETH BLACK LTD,54.993244,-1.578094,NE7 7RN,E08000021,False,False,False,,,11371905,TOTAL EXEMPTION FULL,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/11371905,,,False,True,False
TALES FROM THE LODGE LIMITED,54.983025,-1.648361,NE4 9DD,E08000021,False,False,False,,,10267343,TOTAL EXEMPTION FULL,"[""59111 - Motion picture production activities""]",http://business.data.gov.uk/id/company/10267343,,,False,True,False
TALES IN SOMBRE TONES CIC,54.976597,-1.569379,NE6 2RR,E08000021,False,False,False,,,14404257,TOTAL EXEMPTION FULL,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/14404257,,,False,True,False
TAPYARD STUDIOS LIMITED,54.970149,-1.581302,NE6 2HL,E08000021,False,False,False,,,14697969,NO ACCOUNTS FILED,"[""56302 - Public houses and bars"", ""90020 - Support activities to performing arts""]",http://business.data.gov.uk/id/company/14697969,,,False,True,False
TASMIYAH HEALTHCARE LIMITED,54.974124,-1.647733,NE4 9PQ,E08000021,False,False,False,,,10779476,TOTAL EXEMPTION FULL,"[""84120 - Regulation of health care, education, cultural and other social services, not incl. social security""]",http://business.data.gov.uk/id/company/10779476,,,False,True,False
TAYLOR FREDERICKS LIMITED,54.968147,-1.611144,NE1 1RN,E08000021,False,False,False,,,03812484,MICRO ENTITY,"[""70229 - Management consultancy activities other than financial management"", ""74100 - specialised design activities"", ""74202 - Other specialist photography"", ""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/03812484,,,False,True,False
TELEVISION OUTSIDE BROADCAST SOUND SERVICES LTD,55.003531,-1.632939,NE3 4PH,E08000021,False,False,False,,,12372414,MICRO ENTITY,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/12372414,,,False,True,False
TEXTEUR ART LTD,55.006288,-1.629412,NE3 3UB,E08000021,False,False,False,,,14342128,NO ACCOUNTS FILED,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/14342128,,,False,True,False
THANDEE-JAMES LTD,54.968366,-1.612141,NE1 3NG,E08000021,False,False,False,,,13814088,MICRO ENTITY,"[""47910 - Retail sale via mail order houses or via Internet"", ""58110 - Book publishing"", ""70229 - Management consultancy activities other than financial management"", ""73110 - Advertising agencies""]",http://business.data.gov.uk/id/company/13814088,,,False,True,False
THE AI EFFECT LTD,54.962685,-1.647801,NE4 7YA,E08000021,False,False,False,,,15278376,NO ACCOUNTS FILED,"[""59112 - Video production activities""]",http://business.data.gov.uk/id/company/15278376,,,False,True,False
THE BUBBLE WHISPERER LTD,54.983753,-1.577662,NE6 5YB,E08000021,False,False,False,,,14006502,TOTAL EXEMPTION FULL,"[""90010 - Performing arts""]",http://business.data.gov.uk/id/company/14006502,,,False,True,False
THE CLUNY (NEWCASTLE) EVENTS LIMITED,54.974814,-1.592361,NE1 2PQ,E08000021,False,False,False,,,10432439,MICRO ENTITY,"[""90010 - Performing arts""]",http://business.data.gov.uk/id/company/10432439,,,False,True,False
THE CLUNY 2 LIMITED,54.974814,-1.592361,NE1 2PQ,E08000021,False,False,False,,,10856603,MICRO ENTITY,"[""90010 - Performing arts""]",http://business.data.gov.uk/id/company/10856603,,,False,True,False
THE COMMON ROOM OF THE GREAT NORTH LIMITED,54.969197,-1.613461,NE1 1SE,E08000021,False,False,False,,,10609517,FULL,"[""91012 - Archives activities"", ""91020 - Museums activities""]",http://business.data.gov.uk/id/company/10609517,,,False,True,False
THE CRACK LIMITED,54.979187,-1.587929,NE6 5PH,E08000021,False,False,False,,,03949330,TOTAL EXEMPTION FULL,"[""58190 - Other publishing activities""]",http://business.data.gov.uk/id/company/03949330,,,False,True,False
THE EXCHANGE NORTH TYNESIDE LIMITED,54.972816,-1.621424,NE1 4JE,E08000021,False,False,False,,,07113978,TOTAL EXEMPTION FULL,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/07113978,,,False,True,False
THE FEWER THINGS LTD,54.968366,-1.612141,NE1 3NG,E08000021,False,False,False,,,11300169,UNAUDITED ABRIDGED,"[""85520 - Cultural education"", ""85600 - Educational support services""]",http://business.data.gov.uk/id/company/11300169,,,False,True,False
THE GREAT ARTCO LTD,54.985702,-1.701969,NE15 7SF,E08000021,False,False,False,,,14157790,MICRO ENTITY,"[""47781 - Retail sale in commercial art galleries"", ""74990 - Non-trading company"", ""90030 - Artistic creation"", ""94990 - Activities of other membership organizations n.e.c.""]",http://business.data.gov.uk/id/company/14157790,,,False,True,False
THE HEART OF THE CITY PARTNERSHIP,54.984767,-1.603998,NE2 1TJ,E08000021,False,False,False,,,06373460,FULL,"[""91030 - Operation of historical sites and buildings and similar visitor attractions""]",http://business.data.gov.uk/id/company/06373460,,,False,True,False
THE ISLAMIC CENTRE LTD,54.970856,-1.615895,NE1 5JE,E08000021,False,False,False,,,15652088,NO ACCOUNTS FILED,"[""85520 - Cultural education"", ""94910 - Activities of religious organizations"", ""96090 - Other service activities n.e.c.""]",http://business.data.gov.uk/id/company/15652088,,,False,True,False
THE LITERARY & PHILOSOPHICAL SOCIETY OF NEWCASTLE UPON TYNE,54.969197,-1.613461,NE1 1SE,E08000021,False,False,False,,,06220953,TOTAL EXEMPTION FULL,"[""91011 - Library activities""]",http://business.data.gov.uk/id/company/06220953,,,False,True,False
THE NORTHUMBRIAN PIPERS' SOCIETY,54.974093,-1.618757,NE1 4BF,E08000021,False,False,False,,,07471625,TOTAL EXEMPTION FULL,"[""90010 - Performing arts""]",http://business.data.gov.uk/id/company/07471625,,,False,True,False
THE PERSIAN SPIRIT COMPANY LTD,54.97181,-1.612827,NE1 1EW,E08000021,False,False,False,,,09669829,MICRO ENTITY,"[""59111 - Motion picture production activities""]",http://business.data.gov.uk/id/company/09669829,,,False,True,False
THE PHANTOM VAULT LTD,54.977386,-1.693234,NE15 7HB,E08000021,False,False,False,,,15569582,NO ACCOUNTS FILED,"[""46431 - Wholesale of audio tapes, records, CDs and video tapes and the equipment on which these are played"", ""47630 - Retail sale of music and video recordings in specialised stores"", ""59112 - Video production activities"", ""59200 - Sound recording and music publishing activities""]",http://business.data.gov.uk/id/company/15569582,,,False,True,False
THE PROHIBITION ACT SOCIETY COMMUNITY INTEREST COMPANY,54.969645,-1.618643,NE1 5DW,E08000021,False,False,False,,,15339632,NO ACCOUNTS FILED,"[""90020 - Support activities to performing arts""]",http://business.data.gov.uk/id/company/15339632,,,False,True,False
THE TRIAL PRODUCTION LTD,54.983025,-1.648361,NE4 9DD,E08000021,False,False,False,,,09609738,TOTAL EXEMPTION FULL,"[""59111 - Motion picture production activities""]",http://business.data.gov.uk/id/company/09609738,,,False,True,False
THE WELLNESS TRIBE CIC,54.96512,-1.55677,NE6 3JU,E08000021,False,False,False,,,13103485,MICRO ENTITY,"[""70229 - Management consultancy activities other than financial management"", ""84120 - Regulation of health care, education, cultural and other social services, not incl. social security""]",http://business.data.gov.uk/id/company/13103485,,,False,True,False
THRIVE DRIVE INITIATIVE CIC,54.969932,-1.661175,NE4 8XS,E08000021,False,False,False,,,14740902,NO ACCOUNTS FILED,"[""85520 - Cultural education"", ""85590 - Other education n.e.c."", ""86900 - Other human health activities""]",http://business.data.gov.uk/id/company/14740902,,,False,True,False
TIMEC 1306 LIMITED,54.974422,-1.556686,NE6 2PA,E08000021,False,False,False,,,07516395,TOTAL EXEMPTION FULL,"[""58110 - Book publishing""]",http://business.data.gov.uk/id/company/07516395,,,False,True,False
TLLV LTD,54.971132,-1.614505,NE1 1UN,E08000021,False,False,False,,,15715183,NO ACCOUNTS FILED,"[""90010 - Performing arts""]",http://business.data.gov.uk/id/company/15715183,,,False,True,False
TLNC LTD,54.971132,-1.614505,NE1 1UN,E08000021,False,False,False,,,15708018,NO ACCOUNTS FILED,"[""90010 - Performing arts""]",http://business.data.gov.uk/id/company/15708018,,,False,True,False
TOMI GROUP ENTERTAINMENT LTD,54.974168,-1.561016,NE6 2QX,E08000021,False,False,False,,,15286621,NO ACCOUNTS FILED,"[""90010 - Performing arts""]",http://business.data.gov.uk/id/company/15286621,,,False,True,False
TONY SAINT LTD,54.984767,-1.603998,NE2 1TJ,E08000021,False,False,False,,,07311913,MICRO ENTITY,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/07311913,,,False,True,False
TRAINING VISION (TRAIVIS) LTD,54.969968,-1.613654,NE1 1JF,E08000021,False,False,False,,,13219370,TOTAL EXEMPTION FULL,"[""85520 - Cultural education"", ""85590 - Other education n.e.c."", ""85600 - Educational support services""]",http://business.data.gov.uk/id/company/13219370,,,False,True,False
TRANSNATIONAL FILMS LTD,54.983959,-1.667276,NE5 2QP,E08000021,False,False,False,,,11697007,TOTAL EXEMPTION FULL,"[""59112 - Video production activities""]",http://business.data.gov.uk/id/company/11697007,,,False,True,False
TRICIA MCKENZIE KNITWEAR DESIGNER LTD,55.004068,-1.644269,NE3 3BS,E08000021,False,False,False,,,04925339,MICRO ENTITY,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/04925339,,,False,True,False
TRYLIFE LIMITED,54.98292,-1.58389,NE6 5JA,E08000021,False,False,False,,,07551642,TOTAL EXEMPTION FULL,"[""59112 - Video production activities""]",http://business.data.gov.uk/id/company/07551642,,,False,True,False
TURPENTYNE LTD,55.002601,-1.634636,NE3 4XN,E08000021,False,False,False,,,10951538,MICRO ENTITY,"[""85520 - Cultural education""]",http://business.data.gov.uk/id/company/10951538,,,False,True,False
TURTLÉAR LTD,55.008736,-1.659159,NE3 3SE,E08000021,False,False,False,,,15220069,NO ACCOUNTS FILED,"[""78101 - Motion picture, television and other theatrical casting activities""]",http://business.data.gov.uk/id/company/15220069,,,False,True,False
TUSK MUSIC PROJECTS,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
TWAM ENTERPRISES LTD,54.969142,-1.624755,NE1 4JA,E08000021,False,False,False,,,10940488,SMALL,"[""47789 - Other retail sale of new goods in specialised stores (not commercial art galleries and opticians)"", ""56210 - Event catering activities"", ""91020 - Museums activities""]",http://business.data.gov.uk/id/company/10940488,,,False,True,False
TYNE AND WEAR BUILDING PRESERVATION TRUST LIMITED,55.010031,-1.622138,NE3 3LS,E08000021,False,False,False,,,01444058,FULL,"[""91030 - Operation of historical sites and buildings and similar visitor attractions""]",http://business.data.gov.uk/id/company/01444058,,,False,True,False
TYNE THEATRE & OPERA HOUSE LIMITED,54.970588,-1.621539,NE1 4AG,E08000021,False,False,False,,,09330825,SMALL,"[""90040 - Operation of arts facilities""]",http://business.data.gov.uk/id/company/09330825,,,False,True,False
TYNE THEATRE AND OPERA HOUSE PRESERVATION TRUST,54.970588,-1.621539,NE1 4AG,E08000021,False,False,False,,,03874271,GROUP,"[""90020 - Support activities to performing arts"", ""90040 - Operation of arts facilities"", ""91012 - Archives activities"", ""91030 - Operation of historical sites and buildings and similar visitor attractions""]",http://business.data.gov.uk/id/company/03874271,,,False,True,False
TYNE VALLEY FOLK TRAIN CIC,55.004828,-1.610977,NE3 1NJ,E08000021,False,False,False,,,10518384,MICRO ENTITY,"[""90010 - Performing arts"", ""90020 - Support activities to performing arts""]",http://business.data.gov.uk/id/company/10518384,,,False,True,False
Tallulah Lines,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Tamsin Rees,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Tatwood Puppets,54.970579,-1.624460,NE4 6AS,E08000021,False,False,True,E08000021,Newcastle upon Tyne,11547347,MICRO ENTITY,"[""90010 - Performing arts"", ""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/11547347,,,True,True,False
The Empty Space,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
The Letter Room,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
The Lubber Fiend,54.967727,-1.624078,NE1 3PZ,E08000021,False,False,True,E08000021,Newcastle upon Tyne,13314395,MICRO ENTITY,"[""90040 - Operation of arts facilities""]",http://business.data.gov.uk/id/company/13314395,,,True,True,False
The NewBridge Project,54.977894,-1.5991754,NE2 1AL,E08000021,False,True,False,E08000021,Newcastle upon Tyne,10582100,TOTAL EXEMPTION FULL,"[""90030 - Artistic creation"", ""90040 - Operation of arts facilities""]",http://business.data.gov.uk/id/company/10582100,,,True,True,False
Tim Dalling,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Timothy Burke,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Tusk Music,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Tyne & Wear Archives & Museums,54.969079,-1.6245212,NE1 4JA,E08000021,False,True,True,E08000021,Newcastle upon Tyne,07334262,TOTAL EXEMPTION FULL,"[""91012 - Archives activities"", ""91020 - Museums activities""]",http://business.data.gov.uk/id/company/07334262,,,True,True,False
Tyne Bank Brewery Ltd,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Tyneside Cinema,54.973801,-1.611761,NE1 6QG,E08000021,False,False,True,E08000021,Newcastle upon Tyne,01113101,GROUP,"[""59140 - Motion picture projection activities""]",http://business.data.gov.uk/id/company/01113101,502592,www.tynesidecinema.co.uk,True,True,True
Tyneside Irish Cultural Society,54.973938,-1.618133,NE1 4SG,E08000021,False,False,True,E08000021,Newcastle upon Tyne,02892258,TOTAL EXEMPTION FULL,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/02892258,,,True,True,False
UK LANGUAGE PROJECT LTD.,54.968366,-1.612141,NE1 3NG,E08000021,False,False,False,,,07613774,MICRO ENTITY,"[""85520 - Cultural education""]",http://business.data.gov.uk/id/company/07613774,,,False,True,False
URBAN MIND CIC,54.978238,-1.637185,NE4 5LJ,E08000021,False,False,False,,,13399707,TOTAL EXEMPTION FULL,"[""86900 - Other human health activities"", ""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/13399707,,,False,True,False
URBAN PARK MARKET LTD,55.001111,-1.617672,NE3 1NR,E08000021,False,False,False,,,15088244,NO ACCOUNTS FILED,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/15088244,,,False,True,False
Unfolding Theatre,54.974976,-1.5944396,NE1 2NP,E08000021,False,True,False,E08000021,Newcastle upon Tyne,06764666,TOTAL EXEMPTION FULL,"[""90010 - Performing arts""]",http://business.data.gov.uk/id/company/06764666,,,True,True,False
Unlock Music CIC,55.004558,-1.652144,NE3 3QH,E08000021,False,False,True,E08000021,Newcastle upon Tyne,13277858,MICRO ENTITY,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/13277858,,,True,True,False
VALUE4HEALTH LTD,54.990357,-1.582672,NE6 5QH,E08000021,False,False,False,,,11990732,MICRO ENTITY,"[""84120 - Regulation of health care, education, cultural and other social services, not incl. social security""]",http://business.data.gov.uk/id/company/11990732,,,False,True,False
VIOLA LEVY LTD,54.961211,-1.644612,NE4 7YL,E08000021,False,False,False,,,10833394,MICRO ENTITY,"[""58190 - Other publishing activities""]",http://business.data.gov.uk/id/company/10833394,,,False,True,False
VISALIVUK LTD,54.9684,-1.644643,NE4 6SR,E08000021,False,False,False,,,15374403,NO ACCOUNTS FILED,"[""78200 - Temporary employment agency activities"", ""84120 - Regulation of health care, education, cultural and other social services, not incl. social security"", ""86900 - Other human health activities""]",http://business.data.gov.uk/id/company/15374403,,,False,True,False
VODLOZA KONCEPT LTD,55.009911,-1.648876,NE3 3AG,E08000021,False,False,False,,,15085755,NO ACCOUNTS FILED,"[""59111 - Motion picture production activities"", ""59112 - Video production activities"", ""74201 - Portrait photographic activities"", ""74202 - Other specialist photography""]",http://business.data.gov.uk/id/company/15085755,,,False,True,False
VOICECRAFT STUDIO LTD,54.969968,-1.613654,NE1 1JF,E08000021,False,False,False,,,09203153,MICRO ENTITY,"[""90010 - Performing arts""]",http://business.data.gov.uk/id/company/09203153,,,False,True,False
VOICES OF VIRTUE GOSPEL CHOIR,54.971286,-1.580087,NE6 2AR,E08000021,False,False,False,,,11882573,MICRO ENTITY,"[""90010 - Performing arts""]",http://business.data.gov.uk/id/company/11882573,,,False,True,False
VOLT ART LIMITED,54.99338,-1.611087,NE2 3DN,E08000021,False,False,False,,,15282499,NO ACCOUNTS FILED,"[""47781 - Retail sale in commercial art galleries"", ""58290 - Other software publishing"", ""62012 - Business and domestic software development"", ""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/15282499,,,False,True,False
WATERFALL NEWCASTLE LTD,55.004061,-1.598868,NE3 1NZ,E08000021,False,False,False,,,11867611,TOTAL EXEMPTION FULL,"[""59112 - Video production activities"", ""74202 - Other specialist photography""]",http://business.data.gov.uk/id/company/11867611,,,False,True,False
WAZOBIA AFRICA LTD,54.977214,-1.581199,NE6 1DN,E08000021,False,False,False,,,14303536,MICRO ENTITY,"[""56101 - Licensed restaurants"", ""56290 - Other food services"", ""68100 - Buying and selling of own real estate"", ""90020 - Support activities to performing arts""]",http://business.data.gov.uk/id/company/14303536,,,False,True,False
WB1 FILMS LTD,55.007932,-1.595405,NE7 7LX,E08000021,False,False,False,,,15006809,NO ACCOUNTS FILED,"[""59111 - Motion picture production activities""]",http://business.data.gov.uk/id/company/15006809,,,False,True,False
WILD INTRIGUE CIC,54.968366,-1.612141,NE1 3NG,E08000021,False,False,False,,,13256408,MICRO ENTITY,"[""59112 - Video production activities"", ""74901 - Environmental consulting activities"", ""79120 - Tour operator activities""]",http://business.data.gov.uk/id/company/13256408,,,False,True,False
WINE FRIENDLY LIMITED,54.972816,-1.621424,NE1 4JE,E08000021,False,False,False,,,08306046,TOTAL EXEMPTION FULL,"[""85520 - Cultural education""]",http://business.data.gov.uk/id/company/08306046,,,False,True,False
WRITE UP AND RISE LTD,55.027005,-1.616112,NE3 5QU,E08000021,False,False,False,,,12647780,UNAUDITED ABRIDGED,"[""85410 - Post-secondary non-tertiary education"", ""85520 - Cultural education""]",http://business.data.gov.uk/id/company/12647780,,,False,True,False
WUNDERBAR FESTIVAL C.I.C.,54.978039,-1.599283,NE2 1AL,E08000021,False,False,False,,,06735572,TOTAL EXEMPTION FULL,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/06735572,,,False,True,False
Wear and Tyne Festivals,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Wesley Stephenson,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
William Steele,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
Wolfgang Weileder,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
YEEHAW LTD,54.968147,-1.611144,NE1 1RN,E08000021,False,False,False,,,15674846,NO ACCOUNTS FILED,"[""90010 - Performing arts""]",http://business.data.gov.uk/id/company/15674846,,,False,True,False
YIPP FILMS LIMITED,54.987872,-1.600045,NE2 1JR,E08000021,False,False,False,,,03549317,TOTAL EXEMPTION FULL,"[""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/03549317,,,False,True,False
Zoe Murtagh,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
a-n The Artists Information Company,54.971747,-1.6129209,NE1 1EW,E08000021,False,True,False,E08000021,Newcastle upon Tyne,01626331,TOTAL EXEMPTION FULL,"[""58190 - Other publishing activities""]",http://business.data.gov.uk/id/company/01626331,,,True,True,False
fanSHEN,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
joana feijo,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
katie cuddon,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
sean burn,,,,,False,False,True,E08000021,Newcastle upon Tyne,,,null,,,,True,False,False
tiny dragon Productions,54.969789,-1.610315,NE1 1LE,E08000021,False,False,True,E08000021,Newcastle upon Tyne,13816200,TOTAL EXEMPTION FULL,"[""90010 - Performing arts"", ""90030 - Artistic creation""]",http://business.data.gov.uk/id/company/13816200,,,True,True,False
